 authid |   name    |                                      name                                       | count 
   6036 | Wei Wang  | ICONS                                                                           |     3
   6036 | Wei Wang  | PACIIA (1)                                                                      |     3
   6036 | Wei Wang  | BMEI                                                                            |     5
   6036 | Wei Wang  | SECON                                                                           |     3
   4040 | Wei Liu   | MASS                                                                            |     1
   6036 | Wei Wang  | ICDCS Workshops                                                                 |     1
  21694 | Yan Zhang | Brain Informatics                                                               |     1
   4040 | Wei Liu   | SIAM J. Control and Optimization                                                |     1
  21694 | Yan Zhang | Mathematical and Computer Modelling                                             |     1
   4040 | Wei Liu   | IET Information Security                                                        |     1
   6036 | Wei Wang  | CoRR                                                                            |    23
   4040 | Wei Liu   | CSCW                                                                            |     1
   4040 | Wei Liu   | FODO                                                                            |     1
   6036 | Wei Wang  | VISAPP (1)                                                                      |     1
   6036 | Wei Wang  | SoCPaR                                                                          |     2
  21694 | Yan Zhang | CCTA                                                                            |     2
   6036 | Wei Wang  | SDM                                                                             |     1
  21694 | Yan Zhang | J. Medical Systems                                                              |     2
   4040 | Wei Liu   | The Visual Computer                                                             |     1
   4040 | Wei Liu   | CCTA (2)                                                                        |     1
   6036 | Wei Wang  | WISE (1)                                                                        |     1
   4040 | Wei Liu   | EURASIP J. Wireless Comm. and Networking                                        |     3
   6036 | Wei Wang  | J. Comput. Sci. Technol.                                                        |     4
   4040 | Wei Liu   | Edutainment                                                                     |     1
   4040 | Wei Liu   | RoboCup                                                                         |     2
   4040 | Wei Liu   | Wireless Sensor Network                                                         |     1
   6036 | Wei Wang  | IJCNN                                                                           |     7
   6036 | Wei Wang  | MUE                                                                             |     1
   6036 | Wei Wang  | EMEIT                                                                           |     6
   6036 | Wei Wang  | IPDPS                                                                           |     2
  21694 | Yan Zhang | SmartGridComm                                                                   |     1
   6036 | Wei Wang  | ESORICS (2)                                                                     |     1
   4040 | Wei Liu   | IJAHUC                                                                          |     1
  21694 | Yan Zhang | CSE (2)                                                                         |     1
   4040 | Wei Liu   | WHICEB                                                                          |     1
   4040 | Wei Liu   | IJCNLP                                                                          |     1
  21694 | Yan Zhang | Pervasive and Mobile Computing                                                  |     1
   4040 | Wei Liu   | Journal of Intelligent and Robotic Systems                                      |     1
  21694 | Yan Zhang | WICON                                                                           |     2
   6036 | Wei Wang  | IJIIDS                                                                          |     2
  21694 | Yan Zhang | SET                                                                             |     1
   6036 | Wei Wang  | HCI (12)                                                                        |     2
   6036 | Wei Wang  | IJMIC                                                                           |     2
   4040 | Wei Liu   | Web Intelligence/IAT Workshops                                                  |     1
   4040 | Wei Liu   | IEEE Transactions on Information Forensics and Security                         |     1
   6036 | Wei Wang  | Educational Technology&Society                                                  |     1
   4040 | Wei Liu   | Appl. Soft Comput.                                                              |     2
  21694 | Yan Zhang | IJAGR                                                                           |     1
  21694 | Yan Zhang | QSHINE                                                                          |     3
   4040 | Wei Liu   | IJCAT                                                                           |     1
   6036 | Wei Wang  | Intelligent Information Processing                                              |     1
   6036 | Wei Wang  | IEEE ICCI                                                                       |     1
   6036 | Wei Wang  | Int. J. Systems Science                                                         |     2
  21694 | Yan Zhang | ICAT                                                                            |     1
  21694 | Yan Zhang | Graphical Models                                                                |     1
   4040 | Wei Liu   | BIFE                                                                            |     1
   6036 | Wei Wang  | MOBILWARE                                                                       |     1
   6036 | Wei Wang  | Mach. Vis. Appl.                                                                |     1
   4040 | Wei Liu   | ICCD                                                                            |     1
   6036 | Wei Wang  | Microelectronics Journal                                                        |     2
   4040 | Wei Liu   | International Journal of Computer Vision                                        |     1
   4040 | Wei Liu   | DSP                                                                             |    11
   4040 | Wei Liu   | PMAM                                                                            |     1
   6036 | Wei Wang  | IEEE Transactions on Intelligent Transportation Systems                         |     4
   6036 | Wei Wang  | IEEE Trans. on Circuits and Systems                                             |     6
   6036 | Wei Wang  | Discrete Mathematics                                                            |     2
   4040 | Wei Liu   | ICCV                                                                            |     3
   6036 | Wei Wang  | Neurocomputing                                                                  |     5
   4040 | Wei Liu   | IEEE Micro                                                                      |     2
  21694 | Yan Zhang | HIS (3)                                                                         |     1
   6036 | Wei Wang  | ISQED                                                                           |     1
  21694 | Yan Zhang | ICIG                                                                            |     1
   6036 | Wei Wang  | RACS                                                                            |     7
   4040 | Wei Liu   | RTCSA                                                                           |     1
   4040 | Wei Liu   | Modelling and Simulation                                                        |     1
   6036 | Wei Wang  | J. Network and Computer Applications                                            |     2
   6036 | Wei Wang  | Int. Conf. Interaction Sciences                                                 |     1
  21694 | Yan Zhang | Theor. Comput. Sci.                                                             |     2
   6036 | Wei Wang  | COMPSAC                                                                         |     1
  21694 | Yan Zhang | RSFDGrC                                                                         |     1
  21694 | Yan Zhang | ICCSA (4)                                                                       |     1
   6036 | Wei Wang  | SERVICES                                                                        |     1
   4040 | Wei Liu   | MICCAI (2)                                                                      |     2
   6036 | Wei Wang  | CVPR                                                                            |     3
   4040 | Wei Liu   | CSCW Companion                                                                  |     1
  21694 | Yan Zhang | NPC                                                                             |     1
   6036 | Wei Wang  | ICC (2)                                                                         |     1
   4040 | Wei Liu   | Systems&Control Letters                                                         |     1
   6036 | Wei Wang  | Science in China Series F: Information Sciences                                 |     1
   4040 | Wei Liu   | RAM/CIS                                                                         |     1
   4040 | Wei Liu   | AI in Engineering                                                               |     1
  21694 | Yan Zhang | DATE                                                                            |     2
  21694 | Yan Zhang | ITST                                                                            |     1
  21694 | Yan Zhang | iConference                                                                     |     2
   6036 | Wei Wang  | CSSP                                                                            |     2
   6036 | Wei Wang  | Fuzzy Sets and Systems                                                          |     2
   4040 | Wei Liu   | TSD                                                                             |     2
  21694 | Yan Zhang | J. Artif. Intell. Res. (JAIR)                                                   |     4
   6036 | Wei Wang  | J. Network Syst. Manage.                                                        |     1
   4040 | Wei Liu   | Journal of Multimedia                                                           |     3
   4040 | Wei Liu   | BIBM                                                                            |     2
   6036 | Wei Wang  | NeuroImage                                                                      |     1
  21694 | Yan Zhang | Applied Informatics                                                             |     1
   6036 | Wei Wang  | Austr. J. Intelligent Information Processing Systems                            |     1
   4040 | Wei Liu   | MobiCom                                                                         |     1
   4040 | Wei Liu   | ICC Workshops                                                                   |     2
   6036 | Wei Wang  | ACM Comput. Surv.                                                               |     1
   4040 | Wei Liu   | Int. J. Computational Intelligence Systems                                      |     1
   6036 | Wei Wang  | WWW (Special interest tracks and posters)                                       |     2
   6036 | Wei Wang  | CSIE (5)                                                                        |     1
   6036 | Wei Wang  | IJKSS                                                                           |     1
  21694 | Yan Zhang | ISSI                                                                            |     1
   4040 | Wei Liu   | PATMOS                                                                          |     1
   6036 | Wei Wang  | J. Comb. Theory, Ser. B                                                         |     1
   4040 | Wei Liu   | ICCABS                                                                          |     1
   6036 | Wei Wang  | FSKD (2)                                                                        |     3
  21694 | Yan Zhang | IEEE Trans. Mob. Comput.                                                        |     2
   4040 | Wei Liu   | Int. J. Computer Integrated Manufacturing                                       |     2
   6036 | Wei Wang  | The Journal of Supercomputing                                                   |     1
   4040 | Wei Liu   | APWeb/WAIM Workshops                                                            |     1
  21694 | Yan Zhang | SMC                                                                             |     1
   4040 | Wei Liu   | ICARCV                                                                          |     4
  21694 | Yan Zhang | Inf. Process. Lett.                                                             |     1
   6036 | Wei Wang  | European Journal of Operational Research                                        |     3
  21694 | Yan Zhang | IWQoS                                                                           |     3
  21694 | Yan Zhang | Journal of Computational Chemistry                                              |     1
   6036 | Wei Wang  | PVLDB                                                                           |     4
  21694 | Yan Zhang | APWeb/WAIM                                                                      |     1
   6036 | Wei Wang  | Multimedia Tools Appl.                                                          |     3
   6036 | Wei Wang  | ICSC                                                                            |     1
   6036 | Wei Wang  | Communications in Statistics - Simulation and Computation                       |     1
   4040 | Wei Liu   | IEEE Trans. Computers                                                           |     2
  21694 | Yan Zhang | WCNC                                                                            |    18
  21694 | Yan Zhang | Communications and Multimedia Security                                          |     1
  21694 | Yan Zhang | SCIENCE CHINA Information Sciences                                              |     2
  21694 | Yan Zhang | Integrated Computer-Aided Engineering                                           |     1
  21694 | Yan Zhang | Knowl.-Based Syst.                                                              |     2
   4040 | Wei Liu   | DALT                                                                            |     1
   4040 | Wei Liu   | SII                                                                             |     1
  21694 | Yan Zhang | Mathematical Structures in Computer Science                                     |     1
   4040 | Wei Liu   | ISCSCT (1)                                                                      |     1
   6036 | Wei Wang  | MVHI                                                                            |     4
  21694 | Yan Zhang | Intelligent Information Processing                                              |     1
   4040 | Wei Liu   | BMEI (1)                                                                        |     1
   4040 | Wei Liu   | Personal and Ubiquitous Computing                                               |     1
   4040 | Wei Liu   | EMS                                                                             |     1
  21694 | Yan Zhang | IJMIC                                                                           |     1
   4040 | Wei Liu   | ICESS                                                                           |     2
   6036 | Wei Wang  | ACM Multimedia                                                                  |     4
   4040 | Wei Liu   | CIS                                                                             |     3
   6036 | Wei Wang  | IACR Cryptology ePrint Archive                                                  |     1
  21694 | Yan Zhang | ISCAS (2)                                                                       |     1
  21694 | Yan Zhang | EMEIT                                                                           |     1
   6036 | Wei Wang  | SmartGridComm                                                                   |     1
  21694 | Yan Zhang | ICLP                                                                            |     1
   6036 | Wei Wang  | NPC                                                                             |     1
   4040 | Wei Liu   | ICRA                                                                            |     3
  21694 | Yan Zhang | COMPSAC                                                                         |     1
   4040 | Wei Liu   | IEEE Transactions on Industrial Electronics                                     |     1
   6036 | Wei Wang  | APWeb Workshops                                                                 |     1
  21694 | Yan Zhang | RACS                                                                            |     1
   6036 | Wei Wang  | Computer and Information Science                                                |     1
   6036 | Wei Wang  | ICIG                                                                            |     3
   4040 | Wei Liu   | ICE-B                                                                           |     1
   4040 | Wei Liu   | ISCC                                                                            |     4
   4040 | Wei Liu   | IEEE Communications Magazine                                                    |     1
  21694 | Yan Zhang | Int. Conf. Interaction Sciences                                                 |     2
   6036 | Wei Wang  | SCC                                                                             |     1
  21694 | Yan Zhang | J. Network and Computer Applications                                            |     2
   4040 | Wei Liu   | CCHI                                                                            |     1
   4040 | Wei Liu   | Healthcom                                                                       |     2
   4040 | Wei Liu   | PDCAT                                                                           |     1
   4040 | Wei Liu   | EMBC                                                                            |     1
  21694 | Yan Zhang | SC-HPRCTA                                                                       |     1
  21694 | Yan Zhang | Microelectronics Journal                                                        |     1
  21694 | Yan Zhang | Discrete Mathematics                                                            |     1
  21694 | Yan Zhang | IEEE Transactions on Intelligent Transportation Systems                         |     1
  21694 | Yan Zhang | Neurocomputing                                                                  |     3
   4040 | Wei Liu   | CCCV (1)                                                                        |     1
   4040 | Wei Liu   | J. Sensors                                                                      |     1
  21694 | Yan Zhang | JELIA                                                                           |     3
  21694 | Yan Zhang | CSIE (5)                                                                        |     1
   4040 | Wei Liu   | Wireless Networks                                                               |     5
  21694 | Yan Zhang | J. Log. Comput.                                                                 |     1
  21694 | Yan Zhang | APCCAS                                                                          |     1
   6036 | Wei Wang  | MSST                                                                            |     2
  21694 | Yan Zhang | CSIE (1)                                                                        |     1
(1617 rows)

